"case_id","title","source","industry","year","case_text"
"41","Use of E-Learning Applications to Promote Active Learning","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Education/Technology","2017","CASE: University of Delhi is considered one of the premier institutions of
higher education in the country, and the faculty members teaching in various
undergraduate colleges of DU are highly qualified. Yet they seem unable to
meet the needs of the present generation of students. The 21st century, with its
revolutionary changes in information and communication technology, has put
new pressures on the higher education system for the development of skills and
competencies among students. The quality of education imparted by colleges
and universities has often been a matter of concern. Active Learning refers to
anything that the students do in a classroom other than passively listening
to an instructor’s lecture. In this context, a movement towards using flipped
classrooms is gaining grounds. Teachers who have used flipped classrooms
create content and post them to a website or Learning Management System
for students to view prior to coming to the class. The class is then used to help
students apply or practice the learning. Flipped teaching incorporates elements
of online learning and traditional learning and is referred to as Blended
Learning. Research shows that blended learning is the optimal method of
teaching in contrast to exclusively online or face-to-face formats. In this case
study the authors look at a Delhi University Innovation Project in which
faculty members in a number of colleges were trained in innovative e-learning
applications and the concept and use of Open Education Resources (OER).
This paper presents the experience and the findings of this unique endeavour.
It highlights problems faced, and the opportunities identified for enhancing
the teaching-learning processes in the colleges. Setting The Stage E-learning, though a commonly used term, has different meanings to
different people. In the context of this study, e-learning refers to delivery of all,
or parts of the course content, in a virtual learning environment. E-learning
also includes use of applications and devices such as Internet, computer, mobile
phone, video etc. to support teaching and learning activities. Early interest in e-learning focused around its potential to teach large
numbers of people. Whereas traditional education methods are limited by
physical constraints, the virtual world has no such limits. Universities have also 76 been investing in technology systems based on the conviction that technology
can improve the teaching and learning experience significantly (Waks, 2007 || SOLUTION: Barriers to Faculty Acceptance of E-Learning Applications During the past decade, there has been a significant movement toward
blended formats of learning where traditional classroom instruction is
combined with online interaction. Research has also clearly supported the
implementation of blended teaching in college courses (Ocak, 2010). Yet the most commonly cited factor inhibiting the development of online degree
programs is faculty acceptance of online education (Stewart et al., 2010).
Studies have shown that approximately 95% of faculty members continue to
believe that traditional lecture is the most effective means to achieve student
learning outcomes (Yang & Cornelious, 2005). Identifying factors that lead
to faculty acceptance of online education are of central importance to achieve
the goals of universities to integrate technology in education (Stewart et al.,
2010). Faculty development programs often overlook factors that promote or
inhibit the use of technologies among professors (Marshall 2011, Stacey &
Gerbic, 2008). One of the objectives of this study was to identify the factors
that encourage or pose hurdles to the use of e-learning to supplement their
classroom instr"
"42","A Story of a Banker: Corporate M&A Impact on Human Resources","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Finance/HR","2017","CASE: Mergers and acquisitions (M&A) is not a new concept. There have been
numerous cases of two companies coming together and joining hands. The
end goal can be to consolidate and become a market leader, improve efficiency
of operations, integrate business, aid in business expansion etc. The main
reasons of a recent increase in number of M&As in India and around the
globe can be attributed to globalization, computerization, accelerated growth,
vertical integration, diversification, seeking tax advantage and technological
improvements. This case is a reflection of perception of M&A on the human
resources and employees of the merged companies. Various synergies like
operating, financial, managerial and sales are considered. These synergies allow
for additional benefits that can be derived from resources of two companies.
The most important motive and synergy which is either forgotten or given a
back seat is Human Resources Synergy which is imperative for converting the
vision of M&A through Economic Value Added and Market Value Added
methods. The case study assesses the post-merger impact on human resources
and why people leave organizations and / or feel dissatisfied. For every eight
failures, there is a case where both companies emerge stronger (such as the
merger between Fiat and Chrysler after the latter emerged from filing for
bankruptcy). In most cases, success can be achieved when people in both
organization show that they value each other, and actively work together. Setting The Stage After fifteen years of my work experience managing big teams, I realize
the true concept of management with human values. I realize that while they
are called professionals, many organizations are treating their employees as
resources, like other fixed assets. When the fixed assets depreciate after constant
use, they are written off or disposed. The organizations care for output without
focusing on human needs and values. Though the organizations do not focus
on professional development, when they find that these employees have grown
old and are not updated with the latest information and techniques, they wish
to throw them out and recruit young people. Employees who have devoted
their lives to work and success of organization are bewildered when they are
asked to leave suddenly. Change is imperative to achieve repeated success in organizations,
irrespective of the sector. Rapidly changing technology, and frequent changes
in Internet and mobile communications has changed the || SOLUTION: • One size does not fit all. Many companies feel that the best way to get ahead is to expand ownership boundaries through M&As. For others separating the public ownership of a subsidiary or business segment offers more advantages. • Mergers create synergies, economies of scale, helps in expanding operations, and helps cut costs. • M&As come in all shapes and sizes. Investors need to consider the complex issues involved in M&As. • The most beneficial form of equity structure involves a complete analysis of the costs and benefits associated with the deals. • Role of Human Resource is extremely important. They need to take all the staff members in confidence during M&As. • Each and every individual must keep on learning both academically as well as professionally."
"43","Inexperienced But Overqualified Employees: HR Perspective","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","HR Management","2017","CASE: The case study discusses scenarios faced by Human Resources in handling
overqualified but inexperienced employees. Overqualification is considered a
multidimensional term, and is one of various types of insufficient employment.
It is a condition where the employment is of minor quality in comparison to
the job standard. Overqualification is an enormous reason for dissatisfaction.
As per several studies overqualification plays a significant role in employee
dissatisfaction resulting in low or counter productivity, burnout, or employee
leaving jobs. The problem becomes more complicated when handling employees
who are overqualified, but have limited experience. The case study deals with
understanding problems with such employees and presents a Human Resource
perspective. Setting The Stage Arvind has an MBA degree in Finance. He had been unemployed after
completing his education. He started searching for a job immediately after
completion of his education, as being the eldest amongst four siblings, he
realized he has a lot of responsibilities towards his family. Arvind’s father,
Mr. Kukreja, an ex-government employee, retired two years ago. Since his
retirement the family had been in a financial crisis. Arvind has two younger
brothers and a younger sister in his family. All three are still in college and
are therefore dependent on the family for support. When Arvind’s father Mr.
Kukreja was working, there was no financial burden on Arvind, but post his
retirement, several monetary issues emerged. The family responsibility fell
on Arvind and it was important for him to solve these financial problems.
Arvind was a bright student in his school and college life, and therefore had
high aspirations. He wished to wait and search for a management position in
the finance department of a large company, but eventually decided to start
applying for jobs which were not matching his profile and ability. Overqualification is considered as a multidimensional term, and is one of
various types of insufficient employment. It is a condition where the employment
is of minor quality in comparison to the job standard. Overqualification can
arise due to two major factors: over-experience; or mismatch of skills with job,
education, or experience. General perception is that these candidates do not possess necessary
skills to get a job. Studies show that personnel managers prefer to hire those
applicants who adequately qualify for the job, rather than those overqualified
or underqualifi || SOLUTION: Performance at workplace is assumed to be adversely impacted when the
candidate is overqualified. This case shows that this may not always be the
case. Studies typically shows that there is a universal practice of personnel
managers rejecting job applicants with overqualification, as these applicants
are more probable to form or develop negative attitudes towards their job, thus
affecting their performance. Moreover, there should be a practice employed by Human Resource to
ensure that over qualified candidates are given opportunities to grow within
an organization, so that their abilities and potential can be leveraged for the
benefit of both the candidate as well as the organization. Questions For Discussion 1. Is over qualification really a problem in every scenario? 2. If better growth environment is provided, can overqualified employees thrive as well? 106 3. How can organizations leverage overqualified employees and appropriately utilize the employee’s skills benefiting both of them? 4. How can companies set expectations while hiring overqualified candidates?"
"44","Mobiles at Workplace: The New Age Challenge","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","HR/Technology","2017","CASE: Mobile use is a necessity at the workplace. It provides a convergence of all
media technologies rolled into one single device. While the consequences of
mobile use are usually considered to be an enabler, inappropriate mobile use can
have outcomes that create significant liabilities, both from an organizational
as well as an individual perspective. Inappropriate mobile use at the workplace
could include discourtesies such as loud talk, interruptions at meeting, viewing
or sending inappropriate content, stealing organizational data and information,
recording, misusing phone conversations, and sexual harassment issues. Organizations have, to some extent, been able to contain misuse of official
internet on personal laptops and computers by installing requisite software
and firewalls, monitoring of employees, and formulating acceptable Internet
policies. Technology changes rapidly though, and organizations need to become
more proactive towards the realities of misuse of mobile at the workplace. Utilizing SKS group as a backdrop, this case study explores the various
dimensions of the issues of inappropriate mobile use at the workplace. The case
reveals how a pro-active, participative and collaborative approach can contain
and mitigate this issue. This is key since this process would instil a high level
of responsible behaviour and would ensure higher adherence to formalized
mobile ethics norms. This case will be of immense value for organizations to understand the
organizational and employee implications as well as the various dimensions of
mobile use at the workplace. It would also serve as a guide to formalize effective
and customized rules and policies towards mobile ethics at the workplace. Setting The Stage Vanshika, the Group Human Resource Head of a diversified Indian
conglomerate based out of NCR, was suddenly perplexed by the forceful debate
that emerged during their weekly departmental meeting on the need to formally
establish mobile usage norms at the workplace. The immediate trigger were two
instances within the group companies. In the first instance, an employee was
confronted on being found to watch inappropriate content at his workstation.
In the second instance, by recording a phone conversation of a colleague, it was
found that an employee was compromising organizational information. In both these instances there were no clear cut organizational policies and
rules laid out regarding ethics on mobile phone usage at workplace, and the
specific di || SOLUTION: This case study provides a simple, effective and implementable roadmap
towards addressing the growing realities and concerns on mobile ethics at the
workplace. Rather than following a top down directive approach, inappropriate
mobile usage at the workplace needs to be tackled in a participatory and
collaborative approach to get the employees to trust the process and extend
their cooperation. This would ensure that employees do not feel threatened
apropos their freedom, flexibility and privacy with using their mobile phones at
the workplace. At the same time the employees have the feeling of personal and
organizational power to maintain organizational norms, civility and decorum. Questions For Discussions 1. What according to you were the possible outcomes of this study conducted at SKS Group? 2. Do you think this approach can be universally applied across all organizations? 3. Design a detailed questionnaire based on the survey areas and dimensions mentioned by the taskforce at SKS group? 4. Based on the case study, formulate some key rules and policies on mobile ethics at the workplace."
"45","Communication Confusion: Hill Out of a Mole","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","HR/Communication","2017","CASE: Magnificence Infrastructure (MIL) is a newly established real estate
company. It was started as a diversification arm of Readwell Publishers – a
reputed and well performing publishing house. Magnificence was trying
innovative ways to entice the residents of a Tier-II city in India. One of their
key objectives was to service the customers who had taken possession and
began to occupy ‘Bliss’, a 14 storey top-end luxury apartment. Magnificence
was the first real-estate company to set-up an estate and complaint
management department, which had its team of seven members stationed
at Bliss to respond to the housekeeping and maintenance related complaints
of the residents. Their marketing campaign was built around the tag-line, ‘luxury with
warmth; comfort with ease’. The sales pitch carried a commitment to handle
and sort complaints within 24 hours. The estate and complaint management
department was geared to work in tandem with the project team comprising
of engineers, plumbers, and carpenters etc. to handle customer complaints. Six months after 75% of the 224 apartments (four flats per floor in a 14
floor building, with four such towers) were occupied, the estate and complaint
management department was flooded with emails, phone calls and face to face
complaints from the residents of Bliss. The management realized that their
reputation could be compromised and this may lead to an adverse impact
on the sales of other upcoming projects. The complaints also had a spill over
effect and led to internal conflicts which were arising due to blame game
between sales, estate and complaint management and project department. The
top management of Magnificence decided to hire a consultant to handle the
situation and help them find an appropriate solution to the problem. Setting The Stage Retired Colonel Abhijeet Singh Marwah finished an interaction with a
group of residents of Bliss. It was an extremely hostile discussion. He had put
to use all the courtesies and social ways he had picked up in his training in
the army, but it seemed his gentle and social ways were not enough to pacify
the agitated residents of Bliss. They walked out of the meeting grumbling
and screaming, accusing Magnificence Infrastructure Ltd. (MIL) of having cheated them with false promises. They specifically mentioned to the colonel
that the core attraction for buying a flat in Bliss was the promise of a well-kept
residential colony which would be serviced and maintained professionally, and
this prom || SOLUTION: The consultant team conducted a round of meetings with the entire team
to validate the inputs provided by the MD in his briefing. They met the three-
member estate team at Bliss and were surprised that each one of them said
that they were over-worked, that there was no care for dignity and self-esteem
in the organization, and that they were exploring opportunities outside MIL.
They complained that they received calls from customers and the Colonel at
odd hours of the day. They were always under pressure and over-worked. There
were also frequent occasions when the estate team would realize that there was
redundancy due to multiple communications received. The consultant team analysed the situation and made the assessment on
the following parameters: • Nature of complaints segregated into usual and extra-ordinary. • Time of complaint flow. • Complaint Handling - method of registering the complaint, time taken to respond, coordination with various departments and closing of the complaint, distribution of complaints amongst executives at estate department. • Role and responsibilities within the estate department about complaint handling. They analysed the complaint record for the previ"
"46","Global Managers: Facing the World","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","HR/International Management","2017","CASE: Raj Bansal, a young Business Development Executive working with
JPJ Pharma’s London division, was walking on the streets of the sprawling
metropolis. He contemplating the situation in front of him. He had received
two calls earlier in the day that were forcing him to come to a life changing
decision. One call was from his mother who had called from India, asking him
to finalize the date of his wedding; and the other call was from one of the JPJ’s
biggest competitor ZKY, with a job offer to head the international business
development operations in Germany. While walking down the familiar streets
of London, Raj remembered how at one time this city was unknown and
mysterious to him – about which he had only read in novels or seen in movies.
Raj reminisced about the critical career choice that he had made in the past
and the chain of events that led to his current dilemma. Setting The Stage It had been four years and two months since Raj started working with JPJ,
a leading pharmaceutical organization based out of Delhi. Raj had completed
his graduation from Delhi College of Pharmacy in 2007 and was one of the
first ones to get placed because of a sound academic background and good
communication skills. Raj was 26 years old and hailed from the northern
Indian city of Chandigarh. He had joined as a product management trainee
and rose to be a product manager within a span four years. During his tenure,
he had proved to be a star performer and was considered to be very hard-
working by his superiors. Among his peers, he was found to be outgoing and
reliable, someone who was ready to come forward and help others in need.
His boss Mr. Firoz Wadia took special interest in Raj and was often heard
remarking to others, “This boy is going to go a long way. It is not just his
ability to do his work well but it’s his attitude which makes him stand out.”
JPJ had a culture of recognizing and celebrating talent that was backed with
performance and hence Raj, who had joined as product management trainee,
rose to the position of product manager within a span of four years. 148 Organization Background JPJ is in the pharmaceutical business since last 40 years and has the history
of being consistently ranked among the top pharmaceutical companies of
India. The company is known to be a trend setter in the Indian pharmaceutical
industry. The organization’s competitive edge comes from having sophisticated
research and development competence, world class manufacturing facilities
and w || SOLUTION: Four years down the line, Raj has settled very well in London and has
made a trustworthy name for himself in the UK pharmaceutical market. He
has virtually turned second-in-command at the London office. Mr. Verma was
likely to shift back to India in a year or two, and in all probability Raj would
take over as his replacement. Raj also got engaged to Radhika during one of his trips to India. Nearly a
year has passed since the engagement, and both the families were now getting
eager to set the date for the wedding. Raj is at crossroads. If he continues with his job with JPJ in the London
office, it would mean waiting for at least two years for Mr. Verma to move
back to India. Moreover, this would mean that Radhika would have to sacrifice
her career in India and start afresh in London. If he asks for an assignment to
move back to the Indian office at JPJ, there is lack of surety about his position
in the Delhi office. Most of the people who were working with him earlier
had moved up the corporate ladder, and also Raj was unsure if there was any
vacancy in the corporate office that matched his competencies. Raj weighted
these options and contemplated if he had any other choices besides"
"47","Winds of Change: Uprooting the Foundation","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","HR/Organizational Change","2017","CASE: Ahmedabad based Boddhi Power Transmission Ltd (BPTL) - a part of the
diversified Boddhi Group based in Mumbai, forged a strategic alliance with
Ahmedabad based SGC Projects Ltd, under which it acquired 40.5% shares
of SGC Projects Ltd at USD 0.80 per share from the existing promoters.
BPTL is part of the Boddhi group, promoted by Navya Bharadwaj. It is
based in Mumbai and has been operating primarily in the real estate industry
for the past 35 years. With a turnover of over USD 150 million, the group
also has interests in international trading, office stationery etc. The USD
25 million SGC Projects Ltd. is a civil construction company undertaking
infrastructure projects and holds orders in hand worth USD 45 million. BPTL
is a USD 55 million public listed company that builds power transmission
lines and has executed projects for Power Grid Corporation of India, State
Electricity Boards and overseas projects based in Mumbai. BPTL stated on
the alliance, “The ultimate objective of alliance is to make SGC a subsidiary
of BPTL, and along with the existing promoters, control the company. The
proposal was approved at the board meeting of both companies. The day to
day operational management of SGC Projects will continue to run under the
leadership of managing director, Sarvesh Sharma. The alliance of SGC and
BPTL would entail tremendous growth opportunities, given the rapid growth
in the infrastructure and civil engineering construction sector.” Organization Background Company Profile – SGC SGC projects Ltd. (SGC) is a leading player in the civil construction
of buildings and industrial structures, and infrastructure projects such as
roads and bridges. It is a public limited company based in Ahmedabad and is
promoted by Sarvesh Sharma and Kushagra Gaur. SGC was incorporated on June 25, 1986 as Avon Construction Private
Ltd. Subsequently the name was changed to Sharma & Gaur Construction
Private Ltd. in January, 1989; and to SGC Projects Private Ltd. on January
20, 1995. It was then converted into a Private Ltd. company on March 14,
1995 under the name SGC Projects Ltd. The company entered the field of industrial construction with the prime motive of servicing reputed clients
with very high quality of construction work. The company has achieved
substantial growth and is one of the leading construction companies in Gujarat.
It has been registered as a class ‘A’ contractor with Government of Gujarat.
SGC is one of the construction companies certified under ISO 9001: || SOLUTION: The organization decided to bring in some interventions to control the
situation. They introduced activities for team building at project level so that
the new team members gets accepted by the older ones, and everyone gets to
know each other. They hired an external consultant to help the company out of
this crisis. The consultants realized that due to change in the line of leadership,
a leadership survey must be conducted, and hence a survey was conducted first
for top management and then for middle level managers. Top management was also put through team building activities where
all four SBU (Strategic Business Unit) heads and functional heads (corporate
heads) participated in three programmes which were scheduled for two days
every month. This helped them know each other better, as they were new, and
also helped them identify their leadership style and team behaviour. The company’s culture and value are deviating and employee centric
organization has changed its policies ruthlessly. The change in management
has not turned out to be very positive."
"48","Work or Life: The Right Balance","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","HR/Employee Wellbeing","2017","CASE: The Kapoor couple had a flourishing career in the software sector. They
had a three year old son and an infant daughter. They were highly aspirational,
and the organizational human resource policies of their organization had a
huge impact on their future. Before moving to R. K. Infotech at Chennai, they had been in Japan where
their employers had offered them immense support and help in managing their
personal lives along with performing their duties effectively. The current case
details the different work-life balance strategies adopted by people-friendly
organizations around the globe and the implications of these policies. The
case also brings out the role and impact of work life balance in effective
organizational performance. Setting The Stage Rajat and Shahana were deliberating over an important decision. Taking
care of two children – a three year old son and an infant daughter – with full-
time jobs was proving a challenge. Therefore one of them would need to move
to a different organization, which might result in a compromise on professional
growth and other benefits offered by the new organization, which might be
lower than the current organization. The added worry was that there was no
social or family support which they could expect because their marriage was
against the wishes of their respective families. They were presently posted in Chennai, working at R.K. Infotech. Prior
to this they had worked in Japan. Working in Chennai posed numerous issues
such as cultural differences. Language barrier was a bigger barrier than they
felt in Tokyo. Due to this several issues arose, such as inability to find day-care
and school for their infant daughter and son respectively. Case Description Both were alumnus from a premier engineering college of the country.
After marriage they managed to get their first job in SoftTank Inc., a Japanese
company, and moved to Tokyo. SoftTank Inc. is ranked among the Top 10
employee friendly companies in Japan. The company reflected firm faith in 172 corporate social responsibility (CSR). Ensuring Work-Life Balance (WLB) for
its employees was SoftTanks’s immediate expression of its conviction in CSR. Their son Samir’s birth had complications but being in Tokyo the couple
seemed well supported because SoftTank Inc. offered immensely supportive
environment for women welfare and childcare privileges. Its policies were in
accordance to the “The Work-Life Balance, 2008, Charter of the Government
of Japan (Government of Japan, || SOLUTION: Work-Life Balance (hereinafter WLB) is a much broader concept requiring
attention of working individuals at large, whether or not they are married,
and whether or not they have family obligations. Intensification of work and
technology that blurs the boundary between work and personal life provides
challenges for everyone. Competitive and customer pressures have forced
companies to rationalize and restructure, and as a consequence less people
have to do more work. WLB should not only refer to a balance between work
and family, but also between work and the other personal activities. It is an
all-encompassing issue pertinent for business to consider. R eferences Casper, Wendy J., Eby, Lillian T., Bordeaux, Christopher; Lockwood, Angie; Lambert, Dawn (2007). A review of research methods in IO/OB work- family research. Journal of Applied Psychology, 92(1), 28-43.
Chawla, D., Sondhi, N. (2011). Assessing Work-Life Balance among Indian Women Professionals, Indian Journal of Industrial Relations, 47(2), 341-352.
Government of Japan. (2008). Work-life Balance Charter (In Japanese). Retrieved October 13, 2016, from http://www8.cao.go.jp/wlb/ government/20barrier html/20html/charter.html
Ha"
"49","Overcoming the Hurdles: Feasibility Study of a New Startup in Singapore","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Entrepreneurship/Startup","2017","CASE: In the twenty-first century, businesses are facing numerous challenges.
In order to cope with a complex, demanding and ever-changing market;
creating a new business venture with a new product, or penetrating into
a new market has become a popular business strategy for companies and
entrepreneurs. Nonetheless, in doing so, most of the competitors end up
doing similar businesses with the same method (Rowen, 2008) which results
in potential failures. Hence, implementing innovative business venture has
become the main critical success factors to gain competitive advantages in
the market and ensure organization’s continuous survival. This is particularly
true in city-state Singapore. Although it is a well-known startup hub, it has
prominent weaknesses such as a small market yet extremely costly business
ecosystem. Unofficial data shows that 50% to 70% of new startups fail within
the first 18 months due to the entrepreneur’s half-heartedness, lack of applied
innovation advantage, lack of marketability, incompetent management style,
and most importantly absence of detailed planning. Drucker (1985) mentions that innovation is an important tool in
entrepreneurship because both innovation and entrepreneurship demand
creativity. In pursuing objective of implementation new business venture,
many entrepreneurs realized that the key to success is based on performing
opportunity analysis or feasibility study (Stevens et al., 2006). Opportunity
analysis is the process of analyzing the nature of opportunities available in
the environment of the new venture. Gofton (1997) notes that conducting feasibility study is an effective way to safeguard minimum wastage of resources
for investment. Consequently, this study exemplifies the problems a new business venture
faces, and the viable solutions that Ili ensured in the following eight areas,
namely attributes of the entrepreneur, value proposition of the new venture,
market research, industry analysis, technical feasibility study, financial
feasibility study, scenario planning, and the scalability study. Case Description The success of any business depends on the founder/s. Without the
right attributes, the leaders will lack the ability to lead the organisation to
success (Business News Daily, 2016). Entrepreneurs are widely known as
individuals who have the ability to evaluate business opportunities, gather
necessary resource, utilize them effectively, and initiate appropriate action to
ensure success (Meredith et al., 1991). G || SOLUTION: This case study highlights the problems and offers solutions in eight
common areas a startup faces in order to avoid potential failure. It presents the
necessity of a systematic opportunity analysis to evaluate the innovative market
of the electronic gadget sector, especially for a wearable translator, based on
the related factors in Singapore travel and tourism industry. It was illustrated
that this feasibility study could lower the risk of startup failure. Due to Ili’s
innovative product idea, it is necessary to perform feasibility study to realize
whether the business idea fits into the targeted travel and tourism industry in
Singapore, which is expanding continuously, and has proven to be an attractive
industry according to Porter’s Five Forces analysis. The existing travel and
tourism industry is volatile and complex, and always demands creativity and
innovative product and services. According to the feasibility study conducted,
Ili faces a high level of challenge in the market as the bargaining power
of supplier is high, and its business idea can be easily replicated by other
companies and entrepreneurs. To summarize, the case study illustrates the implementation of feasibili"
"50","From Payment Gateway to E-Wallet: The Journey of Paytm","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Fintech/Entrepreneurship","2017","CASE: Paytm was founded by Vijay Shekhar Sharma in 2000 and incubated by
One97 Communications in 2010 as a prepaid mobile recharge website. Paytm
is an acronym for “Pay through Mobile” with Android, Windows and iOS
applications. Paytm is one of those companies which have evolved over a relatively
short span of time. They transitioned from payment gateway to e-commerce
to wallet and now are about to launch as a payment bank. Paytm started off
by offering mobile recharge and utility bill payments and today offers a full
marketplace to consumers on its mobile application. They have over 100
million registered users, and in a short span of time have scaled up to more
than 60 million orders per month. Funding Paytm is the consumer brand of mobile internet company One97
Communications. One97 investors include Ant Financial (AliPay), SAIF
Partners, Sapphire Venture and Silicon Valley Bank. In March 2015, Indian
industrialist Ratan Tata made a personal investment in the firm. The same
month, the company received a USD 575 million investment from Chinese
ecommerce company Alibaba Group after Ant Financial Services Group,
an Alibaba Group affiliate, took 25% stake in One97 as part of a strategic
agreement. Paytm borrowed USD 50 million from ICICI Bank in March 2016
as working capital. By January 2016, Paytm had already received approximately
USD 1.5 billion, excluding the working capital loan of USD 50 million. The
current valuation of Paytm is approximately USD 4 billion. Paytm Business Model Paytm began operations as a payment gateway, but is now an e- commerce
website, an online wallet, and is now transforming into a full-fledged
payment bank. Their business includes mobile recharge, online bill payments,
e-commerce and wallet, movie ticket booking, air, rail and bus ticket booking,
hotel booking, etc. 200 Paytm delivery channels include: 1. Website 2. Mobile Website 3. Mobile Application (Android or iOS or others) 4. Affiliate networks (Bloggers, Coupon Websites, Review Websites etc.) The various revenue lines of Paytm include: 1. Web Portal: E-Commerce i.e. they earn from commissions received from listed sellers on total sales. 2. Listing Fee and Convenience Fee: Sellers are charged listing fee for selling on Paytm and on-boarding fee for doorstep service of explaining everything related to selling online. 3. OTA Bookings: Paytm recently ventured into Online Travel Agency Model (OTA) where it is providing air, bus etc. ticketing and hotel booking and thus earning com || SOLUTION: Paytm is growing rapidly and is expected to strengthen its offerings
even further post its launch as a payment bank. Paytm’s strong funding and customer acquisition as well as retention strategy will further fuel its growth.
Paytm is slowly emerging as a household name and people use it in one form
of the other, whether as an ecommerce platform, a recharge facility, booking
platform or a payment gateway. It offers the whole gamut of facilities under
a single umbrella and is therefore increasingly preferred by customers as their
go-to option."
"51","Taxi and Auto Aggregators: Disrupting Traditional Transport","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","E-commerce/Startup","2017","CASE: In the last few years auto and taxi aggregator services have gained immense
popularity in India. These companies include are Ola, Uber, Jugnoo etc. They
have fleets of cabs and autos, and other on-road services. These aggregators
consider themselves as technology companies, and are excluded from the
transport regulations which other transport operator have to follow. These
aggregators have the ability to match supply and demand successfully with the
help of technology. Smartphone proliferation and disruptive technologies have
made these companies a hit among users. These companies have intelligently
addressed the gaps within the traditional taxi systems and created a win-win
situation for drivers, cab operators and customers. This paper attempts to
study how these companies have impacted lives of people and disrupted the
traditional transport system in India. Setting The Stage Even though there were many taxi providers and auto service providers –
there was a sense of monopoly as they operated with their own self-serving
guidelines. Taxi drivers often have the tendency to bargain with passengers over
unjustified fares and cause inconvenience to the customers. This has been a
problem, and the customer need for a reliable cab service was so far untapped.
There was a huge gap between demand and supply of cabs and autos. The
emergence of technology changed the face of the taxi and auto service sector. Industry Background In pre-aggregator-era taxis were provided by car agencies. In cases of high
demand, cab availability would be severely compromised and waiting times
would increase substantially. Moreover there was no precise information about
the driver, there was lack of security in the cab, and high prices were common.
Smartphone proliferation and increase in Internet use not only enabled these
aggregators to be become successful, but also enabled customers to get a cab
conveniently. In fact, this worked as the trigger for the companies to go app-
only from an earlier model of a call and book centre. 212 Timeline Mega Cabs and Fast Track Taxi started in 2001 with small fleets. The
market, however, started seeing traction only from 2006 onwards when the
likes of disruptors such as Meru Cabs, Easy Cabs and Savaari emerged. There
are now several players in the fray. During Phase 1 of the industry, companies owned fully owned fleets,
with the drivers as salaried employees Bookings were done over phone calls.
Due to this model, the companies had to incur high ca || SOLUTION: There are various other parameters that impact aggregators and their efforts
to scale up and disrupt the transportation system. Programs should ensure that customers are interested in the services, and use them more frequently. This
can be done by giving customized offers and enhanced services. Reaching out
and increasing penetration in Tier II and Tier III cities will be the next big goal. Unfortunately, current policies and guidelines are unclear on several finer
points. Price surge (which raises prices exponentially during peak hours) is
still a tricky proposition and needs to be addressed in a way that ensures all
stakeholder’s participation. Since there are no clear cut guidelines, the entire
sector falls into a grey legal area. The government needs to ensure that no one
takes an advantage of the situation, and that the taxi drivers do not suffer. The
government, along with various stakeholders need to establish schemes for
the traditional cab or auto drivers to evolve in this new technology-intensive
ecosystem."
